nombre,telefono,mail,web,referentes
Fundación Amigos de las Lagunas Costeras,,info@amigosdelaslagunascosteras.org,http://www.amigosdelaslagunascosteras.org,Beatrice Bergamasco - Presidenta| Luis Castelli - Vice-Presidente| Mechthild Adameit - Co fundadora
Fundación Álvarez Caldeyro Barcia,2708 1033 I Fax 2708 1334,facb@facb.org.uy,http://www.facb.org.uy/,Dra. Ana Beatriz Bianchi Moise| Presidenta| Dra. Estrella Rina Medina Zubelso| Vicepresidenta
Fundación Amigos de PuntaClassic,4244 8890,festivalpuntaclassic@gmail.com,http://www.puntaclassic.com,Luz del Alba Rucio - Presidenta| Esther Buda - Tesorera| Elena Rico - Secretaria
Fundación Abonorgánico,4558 8916 | 099142915,wolmar@adinet.com.uy,,
Federación Uruguaya de Esgrima,,organizacion@esgrimauruguay.com,http://www.esgrimauruguay.com,
Fundación ACAC,2924 4000,fundacion@acac.org.uy,http://www.fundacionacac.org.uy,Rosita Echevarría| Presidenta| Eugenio Bidondo| Consejero| Alejandro Castiglia| Consejero
Fundación Canguro,,secretaria@fundacioncanguro.com,http://www.fundacioncanguro.org,Dra. Pamela Moreira (Presidenta)| Lic. Psi. Maria Soledad Vieytes (Directora técnica)
Fundación Alcohólicos Anónimos del Uruguay,2410 4592,aauy@chasque.net,http://www.chasque.net/aauy/,
Fundación Casa Uruguay USA,2924 3762,hogarcasauruguay@hotmail.com,http://www.facebook.com/FundacionCasaUruguay,Guillermo Forcella| Presidente Comision Directiva USA| Charito Medina| Comisión Directiva en Uruguay
Fundacion Casa de los Lamas,29090560,roberois@yahoo.com,http://www.casadeloslamas.com,Rodrigo Goñi - Secretario General| Carlos Pereyra -  Presidente| Roxana Berois - Coordinadora General de Programas y Proyectos
Fundación Amigos de las Lagunas Costeras de Rocha,4470 2329 | 094893150,caymaris@gmail.com,http://www.lagunaderocha.org,Beatrice Bergamasco| Presidente| Héctor Caymaris| Director Ejecutivo| Luis Castelli| Vicepresidente
Fundación Braille del Uruguay,2900 1448,fbu@fbraille.com.uy,http://www.fbu.edu.uy,Carla Trivelli| Presidenta| Inés Luciaro| Secretaria
Fundación BROU,2900 8764,,http://www.bancorepublica.com.uy/web/guest/fundacion-banco-republica,Julio César Porteiro Dobal| Presidente| Adriana Rodríguez Cabrera| Directora| Milagros Casal Fernández| Coordinadora Ejecutiva
Fundación Bastón Verde,099 624 644,bastonverde@adinet.com.uy,http://www.facebook.com/baston.verde,Dinah Spitalnik
Fundación Banco República,2900 8764 | 2901 5686,fundacionbancorepublica@brou.com.uy,http://www.bancorepublica.com.uy/web/guest/fundacion-banco-republica,Julio César Porteiro Dobal - Presidente| Adriana Rodríguez Cabrera - Directora| Milagros Casal Fernández| Coordinadora ejecutiva
Fundación Avina - Uruguay,,pablo.vagliente@avina.net,http://www.avina.net/avina/listado-paises/uruguay,Pablo Vagliente - Coordinador
Fundación Cazabajones,2403 4562/63 |2408 4788,fcazabajones@adinet.com.uy,http://www.fundacioncazabajones.org,Pedro Bustelo| Presidente
Fundación Banco de Alimentos Uruguay,,bdauruguay@gmail.com,http://www.facebook.com/Bdauy,Santiago Abdala - Director
Fundación Bensadoun Laurent,29148912,fundacion@fundacionbl.org,http://www.fundacionbl.org,Paul-Emile Bessade (Presidente)| Emmanuelle Laurent (Vicepresidenta y Directora Ejecutiva)| Eugenia González Presto (Responsable de Relaciones Públicas)
Fundación de Apoyo y Promoción del Perro de Asistencia,099424099,contacto@fundappas-uruguay.org,http://fundappas-uruguay.org/home/,Alberto Calcagno Tebot -  Presidente| Yenny Espósito - Secretaria| Alexa Mackern - Coordinadora Técnica
Fundación de Cultura Informática,29243036,contacto@fci.edu.uy,http://www.fci.org.uy,Gustavo Abal| Presidente
Fundación de Cultura Universitaria | Editorial Jurídica,2916 1152,ventas@fcu.com.uy | administrador@fcu.com.uy |secretaria@fcu.com.uy,http://www.fcu.com.uy,Marcelo Vigo| Presidente| Guillermo Chiribao| Gastón Gianero
Fundación da Vinci,94069993,hola@daVinci.uy,http://davinci.uy,Sergio Delgado| Director Ejecutivo| Santiago Pehar| Presidente| Oliver Socas| Gerente de la incubadora da Vinci labs
Fundación Corazoncitos,095 261 095,info@corazoncitos.org.uy,http://www.corazoncitos.org.uy,Isabelle Chaquiriand| Presidenta| Roberto Canessa| Vicepresidente| Mariana Uriarte| Coordinadora General
Fundación de Arte Contemporáneo,2902 5389,fac@internet.com.uy,http://facmvd.blogspot.com,Fernando López Pelaje| Sebastián Saez| Margaret White
Fundación Can Turai,093 444 088,fundacioncanturai@gmail.com,http://www.facebook.com/Can-TuRai-arteculturabienestar-1520153548304641/,
Fundación Dar a Luz,099665299 | 098500051,info@fundaciondaraluz.org,http://fundaciondaraluz.org,Sandra Rodriguez Artigas| Presidente Fundadora| Dolores Capurro Amorim| Fundadora
Fundación Cienarte,2903 0310 I 095 018 266,secretaria@cienarte.org,http://www.cienarte.org/,
Fundación Ecuménica de Desarrollo del Uruguay,2402 8804/05 int 27,fedu@adinet.com.uy,http://www.fedu.org.uy,Manuel Lamas| Presidente.| Claudia Fiorella| Directora.
Fundación Eduardo Mateo,2487 1518,fundacioneduardomateo@gmail.com,http://fundacioneduardomateo.com.uy,Teresa Mateo| Presidenta| Diego Drexler| Laura Lozano| Secretaria
Fundación Dr. Pérez Scremini,2 705 2649,info@perezscremini.org,http://www.perezscremini.org,Frank Raquet| Presidente| Luis Castillo| Director médico
Fundacion Clarita Berenbau,08008857,info@fundacionclaritaberenbau.org,http://www.fundacionclaritaberenbau.org | www.facebook.com/fundacionclaritaberenbau/info,Cristina Giuria de Berenbau| Cecilia Torrendell de Camou
Fundación E.dúcate,2403 5539,,http://www.educateuruguay.org,Cecilia de la Paz| Mariel Cisneros| María Laura Muxí
Fundación Changdud Gonpa Hispanoamérica,098-533-900,info@budismo.com.uy,http://www.budismo.com.uy,
Fundación Dr. Manuel Quintela,2481 2887,elena.arquero@yahoo.com,http://www.fmq.hc.edu.uy,Dr. Henry Cohen| Presidente del Consejo de Administración| Elena Dalgalarrondo| Secretaria Ejecutiva
Fundación Douglas Piquinela,27092588|099466464,info@fdp.org.uy,http://www.fdp.org.uy,Lic. Joaquín Salhón | Presidente| Sra. Graciela Figueroa | Secretaria
Fundación Chamangá para la formación de jóvenes vocacionales,2900 4360 | 098 917 809,vocacion@fundacionchamanga.org.uy,http://www.fundacionchamanga.org.uy,Alejandra Bértola| Secretaria Ejecutiva
Fundación Don Pedro,2525 2439 |2522 5602,hola@fundaciondonpedro.org,http://www.fundaciondonpedro.org,Rodolfo Deambrosi| Comisión Directiva| Margariata Irigoyen| Comisión Directiva| Leandro Deambrosi| Comisión Directiva
Fundación Dianova Uruguay,2204 2064|2203 6093,recepcion@dianovauruguay.org,http://www.dianovauruguay.org,Jorge Alos Lladó| Presidente.| Fabrizio Glisenti Rocha| Director - Tesorero.
Fundación Dr. Francisco Fernández Enciso,24870153 |24876666 Int. 1233,info@fundacionenciso.org.u,http://www.fundacionenciso.org.uy,Manuel I. Fernández Vergara| Presidente| Diomar G. Nuñez Pereira| Vicepresidente| Walter H. Di Carlo Morales
Fundación Dr. Eduardo Acevedo,2356 2224,feacevedo@fagro.edu.uy,http://www.fagro.edu.uy,Fernando García Préchac| Presidente| Gustavo Pardo| Vicepresidente| Mario Allegri| Secretario
Fundación Dodecá,2600 08 87,info@dodeca.org,http://dodeca.org/fundacion,Alejandro Ventura| Presidente
Fundación Bienal de Montevideo,099669079,info@bienaldemontevideo.com.uy,http://www.bienaldemontevideo.com,Laetitia d'Arenberg| Presidenta| Ricardo Murara| Secretario| Graciela Rompani| Directora Ejecutiva
Fundación FUCAC,2707 0505 int. 3411,fundacion@fucac.com.uy,http://www.fucac.com.uy,Cesar Bonét| Coordinador
Fundación Friedrich Ebert en Uruguay,2902 29 38|39|40 | Fax: 2902 2941,fesur@fesur.org.uy,http://www.fes-uruguay.org/,Alvaro Padrón| Director de Proyectos| Rafael Sanseviero
Fundación Círculo de Montevideo,2712 3113 | 2712 3116,coordinacion@fcdem.org,http://www.circulodemontevideo.org,Julio María Sanguinetti| Presidente| Isabel Vázquez D`Elía| Coordinadora general
Fundación Forjar,2307 1261 | 098600848,forjar2011@hotmail.com,,José María Silva| Presidente| Néstor Arbondo| Secretario
Fundación Franco Uruguaya - Todo por los Niños,,todoporlosninos@montevideo.com.uy,http://www.todoporlosninos.com,Mariana López Giani| Presidenta.| Jacqueline Evenou| Secretaria
Fundación Felisberto Hernández,,fundacionfh@gmail.com,http://www.felisberto.org.uy/fundacion.html,
Fundación Free- Creática Freee,2409 7974,fundacion@capacidad.es,http://www.creatica.edu.uy,Roxana Castellano| Directora| Rafael Sanchez Montoya| Viviana Linale
Fundación Entre Soles y Lunas,094 922 203,info@entresolesylunas.org,http://entresolesylunas.org,Doris Helena Rojas| Mónica Chaparro| Valen Suarez
Fundación Enfermeros por el Cuidado y la Vida,2408 2795,info@fecuvi.org,http://www.fecuvi.org.uy,Nancy Marra| Presidenta| Silvia Desteffano| Secretaria General
Fundación El Desafío del Océano,2901 5251 | 2902 1787,,http://www.desafio-oceanico.edu.uy,
Fundación Fontaina Minelli,099 255 681,ffontainaminelli@adinet.com.uy,http://fundacionfontainaminelli.com.uy,Pablo Fontaina Minelli| Presidente| Alejandro Fontaina| Secretario
Fundación El Arte de Vivir,2710 4741,info@elartedevivir.org.uy,http://www.elartedevivir.org.uy,Maria del Rosario Bertoni| Mario Rybak| Jose Washington Rodriguez
Fundación Isha Educando para la Paz,4373 6994 | 4373 7202,uruguay@isha.com,http://www.isha.com/centros-de-meditacion-isha-judd/uruguay/,
Fundación Irradia,2902 1515 | 2902 5454,contacto@fundacionirradia.org,http://www.fundacionirradia.org,Beatriz Ferreira - Coordinadora
Fundación Internado Mixto Colegio Oriental Paysandú - Aldeas de la Bondad,4720 3371,aldeadebondadpay@hotmail.com,,María Galetto| Encargada
Fundación Instituto Psicopedagógico Uruguayo,2309 5215 | 2307 4336,fippu@adinet.com.uy,http://www.fundacionippu.org,Olga Schainer de Rubio| Presidenta| Pilar Barrio| Dirección Pedagógica| Fernando Sierra| Director General
Fundación Instituto Técnico Gastronómico,4248 0745,info@ug.edu.uy,http://www.ug.edu.uy,Mario Del Bó - Coordinador del Área Técnica| José Peinado - Área Técnica
Fundación Instituto de Reproducción Animal Uruguay,,info@irauy.org.uy,http://www.irauy.org.uy,Alejo Menchaca| Presidente.| Teresa de Castro| Directora.| Marcela Vilariño
Fundación Instituto Universitario Sudamericano,099 627 964,iusur@iusur.edu.uy,http://www.facebook.com/IUSUR-Instituto-Universitario-Sudamericano-421226174748265/,Enrique Martínez Larrechea - Rector| Marialva Moog Pinto - Vicerrectora de Desarrollo Académico| Adriana Chiancone - Vicerrectora de Gestión| Calidad y Servicio al Medio
Fundación Impulso,2216 0050,lreyes@liceoimpulso.edu.uy,http://www.impulso.org.uy,Nicolás Herrera| Presidente| Elbio Strauch| Vicepresidente
Fundación Guyunusa,098632095,matemiro54@gmail.com,,Teresa Michelena - Directora| Raquel Fernández - Coordinadora| Bettina Almenares - Secretaria
Fundación Esperanza Joven,2366 3461,,http://www.fundacionesperanzajoven.org/,
Fundación Entre Todos,2900 44 04 int. 22,fentretodos@gmail.com | javier.galdona@gmail.com,http://fundacionentretodos.org.uy,Javier Galdona| Director
Fundación Internacional de Diagnóstico Medioambiental| Turístico y Cultural Punta del Este,4223 2019,info@fundacionpunta.org,http://www.fundacionpunta.org,Ramón de Isequilla Real de Azúa - Presidente
Fundación Konrad Adenauer - Uruguay,2902 0943 | 2908 6781,info.montevideo@kas.de,http://www.kas.de/uruguay/es,Georg Eickhoff| Representante de la Fundación en Uruguay| Manfredo Steffen| Asistente Académico - Programa Regional| Rosario Navarro| Administradora y Asistente del Proyecto Uruguay
Fundación Kehila del Uruguay,2902 5750,app@kehila.org.uy,http://www.kehila.org.uy,
Fundación Liber Seregni,2410 8033,contacto@fundacionseregni.org,http://www.fundacionseregni.org,Mónica Xavier| Presidenta
Fundación La Reconquista,2402 5964,,,Emilio Bruno - Presidente
Fundación Juntos.uy,2916 6148 | 2916 8998,juntos@juntos.org.uy,http://www.juntos.org.uy,Mario Carrero| Presidente| Pompeyo Ragni| Director| Pablo Pebé| Director
Fundación La Muralla,2708 0342 | 099233989,info@lamuralla.com.uy,http://www.lamuralla.com.uy,
Fundación Julio Ricaldoni,2712 4691,comunicacion@ricaldoni.org.uy,http://www.ricaldoni.org.uy,Julieta López| Directora ejecutiva| Claudia Leites| Secretaria
Fundación Justicia y Derecho,2901 1042,fjusticiayderechos@gmail.com,http://observatoriojudicial.org.uy,Javier Palumbo
Fundación Internado Mixto Colegio Oriental Salto - Aldeas de la Bondad,,fundaimcos@hotmail.com,,
Fundación Itaú Uruguay,2908 6491 | 2916 0127 (223) | 2908 6342,itau@fundacionitau.com.uy,http://www.fundacionitau.com.uy,Fernando Ariceta| Director General Ejecutivo| Carlos Ham| Vicepresidente| Fernando Montans| Secretario
Fundación Jesuitas Uruguay,2410 7874,info@fundacionjesuitas.org.uy,http://www.fundacionjesuitas.org.uy,Santiago Martínez - Director
Fundación Jazmín,,info@fundacionjazmin.org,http://fundacionjazmin.org/,
Fundación Keren Hayesod Uruguay,2716 8369/71/72 | 099638020,fundacionkhuruguay@gmail.com,,
Fundación Museo del Tiempo,598 2 9014285,info@museodeltiempo.org.uy,http://www.museodeltiempo.org.uy,Andrea Vignolo - Directora de Cooperación Internacional y Proyectos del MEC| Gabriel Aintablian - Director de Innovación| Ciencia y Tecnología para el Desarrollo del MEC.
"Fundación Juan Carlos Barcia ""Plan Crecer""",,info@plancrecer.com.uy,http://www.plancrecer.com.uy,Fernando Barcia Porro| Fundador y Presidente| Carlos Miglino Alimiñana| Secretario del Consejo de Administración| Patricia Molla| Tesorera
Fundación Museo Ralli Punta del Este,4248 3476 | Fax: 4248 7378,museoralli@adinet.com.uy,http://www.museoralli.com.uy/fundacion,Virginia Serrana Prunell| Dirección y Curaduría| Susana Charbonnier| Administración| promoción y marketing.
Fundación Gurvich,2915 7826,fundaciongurvich@museogurvich.org,http://www.museogurvich.org/fundacion.html,Julia Añorga de Gurvich| Fundadora| Martín Gurvich| Presidente| Joaquín Ragni| Vicepresidente
Fundación José Belloni,099 784623,info@tallerbelloni.com,,José Belloni - Presidente
Fundación Mario Benedetti,2900 3188 int.126,contacto@fundacionmariobenedetti.org,http://www.fundacionmariobenedetti.org,Sylvia Lago| Presidenta| Guillermo Chifflet| Secretario| Ariel Silva| Director
Fundación Mozarteum del Uruguay,2916 6632,mozarteum@mozarteumuruguay.org,http://www.mozarteumuruguay.org,Ignacio Carrera| Presidente.| Elbio Luis Carrera| Secretario.| Santiago Cuadra| Tesorero.
Fundación Museo Arte Precolombino e Indígena,2916 9630,contacto@mapy.uy | almeida@mapy.uy,http://www.mapi.org.uy,Thomas Lowy| Presidente.| Mariano Arana| Vocal.| Olga Laurnadie| Vocal.
Fundación Manuel Pérez,2924 0395,fumperez@gmail.com,http://www.manuelperez.fmed.edu.uy,Gabriela González - Secretaria
Fundación Maharishi de Uruguay,2904 2068 | 099450603,info@meditaciontrascendental.com.uy,http://www.meditaciontrascendental.com.uy,Washington Angiolini Volpe - Director| Marisol Gil Mendoza
Fundación Médica Mauricio Gajer - SEMM,2622 3616,cursos@fundaciongajer.org,http://www.fundaciongajer.org,
Fundación Mapfre,2915 5555,kcabrera@mapfre.com.uy,,Fernando Vidal| Presidente| Karina Cabrera| Coordinadora Proyectos
Fundación para la Paz Universal,4332 0998 | 2336 6638,,http://www.upf.org/chapters/uruguay,Raul Rey Banegas - Secretario General Capitulo Uruguay
Fundación Parque de Vacaciones UTE - ANTEL,4443 0000 | 4442 44352,parquerecepcion@ute.com.uy,http://www.parquedevacaciones.com.uy,Cristina Arca - Presidenta| Sylvia Bruzzone - Vicepresidenta| Myriam Alamo Dos Santos - Secretaria General
Fundación Iturria,2601 8082,aiturria@iturria.com.uy,http://www.fundacioniturria.org,
Fundación Peluffo Giguens,2707 5327 | 2709 9993,fpg@fpg.com.uy,http://www.fpg.com.uy,Jorge T. Bartesaghi| Presidente| Horacio Castells |Vicepresidente| Elena H. de García Costa| Secretaria
Fundación Manantiales,2400 3400,recursos.humanos@manatiales.org,http://www.manantiales.org.uy,Pablo Rossi| Director General
Fundación María Tsakos,2709 3464 | 2708 4616 | Fax 2707 0115,,http://www.fundacionmariatsakos.org,Capitán P.N. Tsakos| Presidente| Pilar Lacalle| Secretaria
Fundación Pablo de Tarso - Obra Ecuménica Barrio Borro,2487 5907 (sede Fundación Pablo de Tarso)| 2216 2744 int. 102 (sede Obra Ecuménica Barrio Borro),contacto@fundacionpablodetarso.org.uy,http://www.fundacionpablodetarso.org.uy,Lucía Barros (Directora)| Silvia Díaz (Subdirectora)| Karen Picos (Coordinadora Club de Niños)
Fundación para la Democracia Wilson Ferreira Aldunate,,secretaria@fundacionwilsonferreira.org,http://fundacionwilsonferreira.org,Eber Da Rosa| Presidente.| Alberto Sayagués| Vicepresidente.| Gonzalo Ramirez| Secretario.
Fundación Pablo Atchugarry,4277 5563,fundacionpabloatchugarry@gmail.com,http://www.fundacionpabloatchugarry.org,Pablo Atchugarry
Fundación Nuestro Camino,2613 6214 | Fax.: 2619 9350,info@nuestrocamino.edu.uy,http://www.nuestrocamino.edu.uy,Laura Rivas| Directora
Fundación Omar Ibargoyen Paiva,2487 8931,info@fundacionoip.org,http://www.fundacionoip.org,Jeanette Alonso de Ibargoyen| Presidenta| Bernard Pâris| Vicepresidente| José Squadroni
Fundación Panamericana para la Capacitación Científico Tecnológica,2901 5645,,http://www.facebook.com/fundacion.panamericana.9,
Fundación Niños con Alas,2712 3670,ninosconalas@netgate.com.uy,http://www.ninosconalas.org,Lucia Victorica| Integrante Comisión Directiva
Fundación Niños y Niñas del Uruguay,2514 9151,contacto@fnnu.org.uy,http://www.fnnu.org.uy,Emerita Silveira| Coordinadora| Rosario Rachetti| Centro Educativo Providencia| Diego Rodríguez| Centro Educativo Los Tréboles
Fundación para el Apoyo a la Facultad de Ciencias Económicas y de Administración,2411 8839 Int. 155,mnunez@ccee.edu.uy,,Rodrigo Arim - Presidente
Fundación Nancy Bacelo,2408 9966,CDCinformacion@gmail.com,http://www.fundacionnancybacelo.blogspot.com.uy/,
Fundación Logros,2707 2023 | 2706 9894 | Fax. 2706 8768,fundacionlogros@fundacionlogros.org.uy,http://www.fundacionlogros.org.uy,Alejo del Castillo| Presidente| Eva Sade| Secretaria| Graciela Gancman| Directora Ejecutiva
Fundación Gonzalo Rodríguez,2628 8815,fundacion@gonzalorodriguez.org,http://www.gonzalorodriguez.org,Pablo Buela| Director| Bruno Lombardo| Director| María Fernanda Rodríguez Bongoll| Presidenta
Fundación Oportunidad Uruguay,,contacto@fundacionoportunidad.org,http://www.fundacionoportunidad.org,Pablo Costábile – PRESIDENTE| Federico Méndez – VICEPRESIDENTE| Mario Turcio – SECRETARIO
